,Timestamp,temperature_scraped_F,wind_scraped_ms,temperature_scraped_C
0,2017-01-01 00:40:00,41,10.28,5.0
1,2017-01-01 01:10:00,43,9.39,6.1
2,2017-01-01 01:40:00,41,9.83,5.0
3,2017-01-01 02:10:00,39,7.15,3.9
4,2017-01-01 02:40:00,41,8.94,5.0
5,2017-01-01 03:10:00,41,9.39,5.0
6,2017-01-01 03:40:00,39,8.05,3.9
7,2017-01-01 04:10:00,41,8.94,5.0
8,2017-01-01 04:40:00,39,6.71,3.9
9,2017-01-01 05:10:00,41,11.18,5.0
10,2017-01-01 12:40:00,41,8.94,5.0
11,2017-01-01 13:10:00,45,11.62,7.2
12,2017-01-01 13:40:00,45,11.18,7.2
13,2017-01-01 14:10:00,43,11.18,6.1
14,2017-01-01 14:40:00,43,10.28,6.1
15,2017-01-01 15:10:00,43,10.73,6.1
16,2017-01-01 15:40:00,43,9.39,6.1
17,2017-01-01 16:10:00,43,9.83,6.1
18,2017-01-01 16:40:00,43,9.39,6.1
19,2017-01-01 17:10:00,41,5.81,5.0
20,2017-01-01 17:40:00,41,5.81,5.0
21,2017-01-01 18:10:00,41,6.71,5.0
22,2017-01-01 18:40:00,41,6.26,5.0
23,2017-01-01 19:10:00,41,6.26,5.0
24,2017-01-01 19:40:00,41,6.71,5.0
25,2017-01-01 20:10:00,39,6.26,3.9
26,2017-01-01 20:40:00,41,7.15,5.0
27,2017-01-01 21:10:00,41,6.26,5.0
28,2017-01-01 21:40:00,39,4.47,3.9
29,2017-01-01 22:10:00,39,7.6,3.9
30,2017-01-01 22:40:00,37,4.47,2.8
31,2017-01-01 23:10:00,37,4.02,2.8
32,2017-01-01 23:40:00,37,3.13,2.8
33,2017-01-02 00:10:00,39,6.71,3.9
34,2017-01-02 00:40:00,37,4.02,2.8
35,2017-01-02 01:10:00,37,3.58,2.8
36,2017-01-02 01:40:00,37,4.47,2.8
37,2017-01-02 02:10:00,39,3.58,3.9
38,2017-01-02 02:40:00,39,4.02,3.9
39,2017-01-02 03:10:00,39,5.81,3.9
40,2017-01-02 03:40:00,39,5.36,3.9
41,2017-01-02 04:10:00,39,6.71,3.9
42,2017-01-02 04:40:00,39,4.02,3.9
43,2017-01-02 05:10:00,39,4.02,3.9
44,2017-01-02 05:40:00,39,4.02,3.9
45,2017-01-02 06:10:00,37,2.68,2.8
46,2017-01-02 06:40:00,39,4.47,3.9
47,2017-01-02 07:10:00,39,5.36,3.9
48,2017-01-02 07:40:00,39,5.81,3.9
49,2017-01-02 08:10:00,41,7.15,5.0
50,2017-01-02 08:40:00,41,5.81,5.0
51,2017-01-02 09:10:00,41,6.71,5.0
52,2017-01-02 09:40:00,41,5.81,5.0
53,2017-01-02 10:10:00,43,6.71,6.1
54,2017-01-02 10:40:00,43,5.36,6.1
55,2017-01-02 11:10:00,41,3.58,5.0
56,2017-01-02 11:40:00,43,4.47,6.1
57,2017-01-02 12:10:00,41,3.58,5.0
58,2017-01-02 12:40:00,43,3.13,6.1
59,2017-01-02 13:10:00,43,4.47,6.1
60,2017-01-02 13:40:00,43,5.36,6.1
61,2017-01-02 14:10:00,43,5.36,6.1
62,2017-01-02 14:40:00,43,5.36,6.1
63,2017-01-02 15:10:00,43,7.15,6.1
64,2017-01-02 15:40:00,43,3.58,6.1
65,2017-01-02 16:10:00,43,3.13,6.1
66,2017-01-02 16:40:00,45,5.36,7.2
67,2017-01-02 17:10:00,43,6.26,6.1
68,2017-01-02 17:40:00,43,3.58,6.1
69,2017-01-02 18:10:00,43,3.58,6.1
70,2017-01-02 18:40:00,43,6.71,6.1
71,2017-01-02 19:10:00,43,9.39,6.1
72,2017-01-02 19:40:00,43,8.94,6.1
73,2017-01-02 20:10:00,45,9.39,7.2
74,2017-01-02 20:40:00,45,9.83,7.2
75,2017-01-02 21:10:00,45,9.39,7.2
76,2017-01-02 21:40:00,45,8.94,7.2
77,2017-01-02 22:10:00,45,9.39,7.2
78,2017-01-02 22:40:00,45,11.62,7.2
79,2017-01-02 23:10:00,46,9.83,7.8
80,2017-01-02 23:40:00,46,11.62,7.8
81,2017-01-03 00:10:00,46,11.18,7.8
82,2017-01-03 00:40:00,46,10.73,7.8
83,2017-01-03 01:10:00,46,13.41,7.8
84,2017-01-03 01:40:00,46,12.96,7.8
85,2017-01-03 02:10:00,48,12.96,8.9
86,2017-01-03 02:40:00,48,13.41,8.9
87,2017-01-03 03:10:00,48,13.86,8.9
88,2017-01-03 03:40:00,48,13.86,8.9
89,2017-01-03 04:10:00,48,13.41,8.9
90,2017-01-03 04:40:00,48,13.41,8.9
91,2017-01-03 05:10:00,48,12.96,8.9
92,2017-01-03 05:40:00,48,13.86,8.9
93,2017-01-03 06:10:00,48,14.31,8.9
94,2017-01-03 06:40:00,48,13.41,8.9
95,2017-01-03 07:10:00,48,13.86,8.9
96,2017-01-03 07:40:00,48,14.31,8.9
97,2017-01-03 08:10:00,48,13.41,8.9
98,2017-01-03 08:40:00,48,13.41,8.9
99,2017-01-03 09:10:00,48,12.96,8.9
100,2017-01-03 09:40:00,48,11.62,8.9
101,2017-01-03 10:10:00,48,10.73,8.9
102,2017-01-03 10:40:00,48,12.52,8.9
103,2017-01-03 11:10:00,46,12.96,7.8
104,2017-01-03 11:40:00,48,11.18,8.9
105,2017-01-03 12:40:00,48,11.18,8.9
106,2017-01-03 13:10:00,46,11.18,7.8
107,2017-01-03 13:40:00,46,10.73,7.8
108,2017-01-03 14:10:00,46,10.73,7.8
109,2017-01-03 14:40:00,46,10.73,7.8
110,2017-01-03 15:10:00,46,10.28,7.8
111,2017-01-03 15:40:00,45,12.96,7.2
112,2017-01-03 16:10:00,45,9.83,7.2
113,2017-01-03 16:40:00,45,10.28,7.2
114,2017-01-03 17:10:00,45,8.05,7.2
115,2017-01-03 17:40:00,45,9.83,7.2
116,2017-01-03 18:10:00,43,12.52,6.1
117,2017-01-03 18:40:00,43,10.73,6.1
118,2017-01-03 19:10:00,43,9.83,6.1
119,2017-01-03 19:40:00,43,10.73,6.1
120,2017-01-03 20:10:00,43,11.18,6.1
121,2017-01-03 20:40:00,43,10.28,6.1
122,2017-01-03 21:10:00,43,10.28,6.1
123,2017-01-03 21:40:00,43,9.39,6.1
124,2017-01-03 22:10:00,41,9.83,5.0
125,2017-01-03 22:40:00,41,10.73,5.0
126,2017-01-03 23:10:00,41,9.83,5.0
127,2017-01-03 23:40:00,41,10.73,5.0
128,2017-01-04 00:10:00,41,9.39,5.0
129,2017-01-04 00:40:00,39,12.96,3.9
130,2017-01-04 01:10:00,41,12.52,5.0
131,2017-01-04 01:40:00,41,10.28,5.0
132,2017-01-04 02:10:00,39,9.39,3.9
133,2017-01-04 02:40:00,41,11.18,5.0
134,2017-01-04 03:10:00,41,11.18,5.0
135,2017-01-04 04:10:00,41,9.83,5.0
136,2017-01-04 04:40:00,41,11.18,5.0
137,2017-01-04 05:10:00,39,10.73,3.9
138,2017-01-04 05:40:00,41,12.52,5.0
139,2017-01-04 06:10:00,39,12.52,3.9
140,2017-01-04 06:40:00,39,11.62,3.9
141,2017-01-04 07:10:00,41,11.62,5.0
142,2017-01-04 07:40:00,41,11.18,5.0
143,2017-01-04 08:10:00,37,11.18,2.8
144,2017-01-04 08:40:00,39,10.73,3.9
145,2017-01-04 09:10:00,39,10.73,3.9
146,2017-01-04 09:40:00,39,9.39,3.9
147,2017-01-04 10:10:00,39,10.28,3.9
148,2017-01-04 10:40:00,39,10.73,3.9
149,2017-01-04 11:10:00,39,9.83,3.9
150,2017-01-04 11:40:00,39,9.39,3.9
151,2017-01-04 12:10:00,39,9.83,3.9
152,2017-01-04 12:40:00,39,9.39,3.9
153,2017-01-04 13:10:00,39,9.83,3.9
154,2017-01-04 13:40:00,39,9.83,3.9
155,2017-01-04 14:10:00,37,7.15,2.8
156,2017-01-04 14:40:00,39,9.39,3.9
157,2017-01-04 15:10:00,39,8.05,3.9
158,2017-01-04 15:40:00,39,8.94,3.9
159,2017-01-04 16:10:00,39,8.05,3.9
160,2017-01-04 16:40:00,39,6.71,3.9
161,2017-01-04 17:10:00,39,6.71,3.9
162,2017-01-04 17:40:00,39,7.6,3.9
163,2017-01-04 18:40:00,39,5.81,3.9
164,2017-01-04 19:10:00,39,4.02,3.9
165,2017-01-04 19:40:00,39,5.81,3.9
166,2017-01-04 20:10:00,39,4.02,3.9
167,2017-01-04 20:40:00,39,5.36,3.9
168,2017-01-04 21:10:00,39,4.47,3.9
169,2017-01-04 21:40:00,39,4.02,3.9
170,2017-01-04 22:10:00,39,4.02,3.9
171,2017-01-04 22:40:00,39,4.47,3.9
172,2017-01-04 23:10:00,39,2.68,3.9
173,2017-01-04 23:40:00,39,2.68,3.9
174,2017-01-05 00:10:00,37,1.34,2.8
175,2017-01-05 00:40:00,37,2.24,2.8
176,2017-01-05 01:10:00,37,2.68,2.8
177,2017-01-05 01:40:00,37,0.89,2.8
178,2017-01-05 02:10:00,37,1.34,2.8
179,2017-01-05 02:40:00,37,1.34,2.8
180,2017-01-05 03:10:00,37,0.89,2.8
181,2017-01-05 03:40:00,39,0.45,3.9
182,2017-01-05 04:10:00,37,2.24,2.8
183,2017-01-05 04:40:00,37,1.34,2.8
184,2017-01-05 05:10:00,37,0.45,2.8
185,2017-01-05 05:40:00,37,2.24,2.8
186,2017-01-05 06:10:00,39,2.24,3.9
187,2017-01-05 06:40:00,37,2.68,2.8
188,2017-01-05 07:10:00,37,1.34,2.8
189,2017-01-05 07:40:00,37,2.24,2.8
190,2017-01-05 08:10:00,39,3.58,3.9
191,2017-01-05 08:40:00,39,3.58,3.9
192,2017-01-05 09:10:00,39,2.68,3.9
193,2017-01-05 09:40:00,39,3.13,3.9
194,2017-01-05 10:10:00,39,5.81,3.9
195,2017-01-05 10:40:00,41,4.02,5.0
196,2017-01-05 11:10:00,41,4.02,5.0
197,2017-01-05 11:40:00,41,6.71,5.0
198,2017-01-05 12:10:00,41,8.05,5.0
199,2017-01-05 12:40:00,41,8.94,5.0
200,2017-01-05 13:10:00,41,8.94,5.0
201,2017-01-05 13:40:00,39,7.6,3.9
202,2017-01-05 14:10:00,39,6.26,3.9
203,2017-01-05 14:40:00,39,7.15,3.9
204,2017-01-05 15:10:00,39,6.71,3.9
205,2017-01-05 15:40:00,37,6.26,2.8
206,2017-01-05 16:10:00,37,5.36,2.8
207,2017-01-05 16:40:00,37,5.81,2.8
208,2017-01-05 17:10:00,39,8.05,3.9
209,2017-01-05 17:40:00,39,6.71,3.9
210,2017-01-05 18:10:00,39,6.26,3.9
211,2017-01-05 18:40:00,39,8.05,3.9
212,2017-01-05 19:10:00,39,8.05,3.9
213,2017-01-05 19:40:00,39,8.05,3.9
214,2017-01-05 20:10:00,39,7.6,3.9
215,2017-01-05 20:40:00,39,5.81,3.9
216,2017-01-05 21:10:00,39,7.15,3.9
217,2017-01-05 21:40:00,41,6.26,5.0
218,2017-01-05 22:10:00,41,7.15,5.0
219,2017-01-05 22:40:00,41,6.71,5.0
220,2017-01-05 23:10:00,43,6.26,6.1
221,2017-01-05 23:40:00,43,6.26,6.1
222,2017-01-06 00:10:00,43,8.05,6.1
223,2017-01-06 00:40:00,43,7.6,6.1
224,2017-01-06 01:10:00,43,7.15,6.1
225,2017-01-06 01:40:00,43,6.71,6.1
226,2017-01-06 02:10:00,45,6.26,7.2
227,2017-01-06 02:40:00,45,6.71,7.2
228,2017-01-06 03:10:00,45,6.71,7.2
229,2017-01-06 03:40:00,45,6.71,7.2
230,2017-01-06 04:10:00,45,7.6,7.2
231,2017-01-06 04:40:00,45,7.6,7.2
232,2017-01-06 05:10:00,46,7.15,7.8
233,2017-01-06 05:40:00,46,5.81,7.8
234,2017-01-06 06:10:00,46,6.26,7.8
235,2017-01-06 06:40:00,46,6.26,7.8
236,2017-01-06 07:10:00,46,6.71,7.8
237,2017-01-06 07:40:00,48,6.26,8.9
238,2017-01-06 08:10:00,48,7.15,8.9
239,2017-01-06 08:40:00,48,6.71,8.9
240,2017-01-06 09:10:00,48,5.81,8.9
241,2017-01-06 09:40:00,48,6.71,8.9
242,2017-01-06 10:10:00,50,9.39,10.0
243,2017-01-06 10:40:00,50,4.47,10.0
244,2017-01-06 11:10:00,50,6.26,10.0
245,2017-01-06 11:40:00,50,6.26,10.0
246,2017-01-06 12:10:00,50,7.6,10.0
247,2017-01-06 12:40:00,50,7.6,10.0
248,2017-01-06 13:10:00,50,8.05,10.0
249,2017-01-06 13:40:00,50,9.39,10.0
250,2017-01-06 14:10:00,50,8.94,10.0
251,2017-01-06 14:40:00,48,8.05,8.9
252,2017-01-06 15:10:00,48,8.94,8.9
253,2017-01-06 15:40:00,48,8.05,8.9
254,2017-01-06 16:10:00,48,7.15,8.9
255,2017-01-06 16:40:00,48,7.15,8.9
256,2017-01-06 17:10:00,48,6.71,8.9
257,2017-01-06 17:40:00,48,8.05,8.9
258,2017-01-06 18:10:00,46,6.26,7.8
259,2017-01-06 18:40:00,48,3.13,8.9
260,2017-01-06 19:10:00,46,3.58,7.8
261,2017-01-06 19:40:00,46,2.68,7.8
262,2017-01-06 20:10:00,45,3.13,7.2
263,2017-01-06 20:40:00,45,4.02,7.2
264,2017-01-06 21:10:00,46,4.02,7.8
265,2017-01-06 21:40:00,46,4.02,7.8
266,2017-01-06 22:10:00,46,4.02,7.8
267,2017-01-06 22:40:00,45,2.68,7.2
268,2017-01-06 23:10:00,46,2.68,7.8
269,2017-01-06 23:40:00,46,3.13,7.8
270,2017-01-07 00:10:00,45,3.58,7.2
271,2017-01-07 00:40:00,46,2.68,7.8
272,2017-01-07 01:10:00,46,3.13,7.8
273,2017-01-07 01:40:00,46,3.58,7.8
274,2017-01-07 02:10:00,45,2.68,7.2
275,2017-01-07 02:40:00,45,3.58,7.2
276,2017-01-07 03:10:00,46,4.47,7.8
277,2017-01-07 03:40:00,46,3.58,7.8
278,2017-01-07 04:10:00,46,3.58,7.8
279,2017-01-07 04:40:00,45,3.13,7.2
280,2017-01-07 05:10:00,46,3.13,7.8
281,2017-01-07 05:40:00,45,2.24,7.2
282,2017-01-07 06:10:00,45,1.34,7.2
283,2017-01-07 06:40:00,45,2.68,7.2
284,2017-01-07 07:10:00,45,4.02,7.2
285,2017-01-07 07:40:00,43,2.24,6.1
286,2017-01-07 08:10:00,43,2.24,6.1
287,2017-01-07 08:40:00,45,2.24,7.2
288,2017-01-07 09:10:00,45,3.13,7.2
289,2017-01-07 09:40:00,43,2.24,6.1
290,2017-01-07 10:10:00,43,2.24,6.1
291,2017-01-07 10:40:00,45,2.68,7.2
292,2017-01-07 11:10:00,45,3.13,7.2
293,2017-01-07 11:40:00,46,2.68,7.8
294,2017-01-07 12:10:00,46,4.47,7.8
295,2017-01-07 12:40:00,46,4.02,7.8
296,2017-01-07 13:10:00,45,2.24,7.2
297,2017-01-07 13:40:00,46,2.24,7.8
298,2017-01-07 14:10:00,46,2.68,7.8
299,2017-01-07 14:40:00,46,4.02,7.8
300,2017-01-07 15:10:00,45,4.47,7.2
301,2017-01-07 15:40:00,45,5.36,7.2
302,2017-01-07 16:10:00,45,3.13,7.2
303,2017-01-07 16:40:00,45,2.24,7.2
304,2017-01-07 17:10:00,45,5.36,7.2
305,2017-01-07 17:40:00,46,6.71,7.8
306,2017-01-07 18:10:00,45,4.47,7.2
307,2017-01-07 18:40:00,46,6.71,7.8
308,2017-01-07 19:10:00,46,5.81,7.8
309,2017-01-07 19:40:00,45,6.26,7.2
310,2017-01-07 20:10:00,46,5.36,7.8
311,2017-01-07 20:40:00,45,5.36,7.2
312,2017-01-07 21:10:00,46,5.36,7.8
313,2017-01-07 21:40:00,46,4.47,7.8
314,2017-01-07 22:10:00,46,5.81,7.8
315,2017-01-07 22:40:00,48,5.81,8.9
316,2017-01-07 23:10:00,48,5.36,8.9
317,2017-01-07 23:40:00,50,6.26,10.0
318,2017-01-08 00:10:00,50,9.39,10.0
319,2017-01-08 00:40:00,50,8.05,10.0
320,2017-01-08 01:10:00,48,8.94,8.9
321,2017-01-08 01:40:00,50,9.39,10.0
322,2017-01-08 02:10:00,50,9.39,10.0
323,2017-01-08 02:40:00,50,8.94,10.0
324,2017-01-08 03:10:00,50,7.6,10.0
325,2017-01-08 03:40:00,50,7.6,10.0
326,2017-01-08 04:10:00,50,7.15,10.0
327,2017-01-08 04:40:00,50,8.05,10.0
328,2017-01-08 05:10:00,50,9.39,10.0
329,2017-01-08 05:40:00,48,7.6,8.9
330,2017-01-08 06:10:00,48,7.6,8.9
331,2017-01-08 06:40:00,50,7.6,10.0
332,2017-01-08 07:10:00,50,6.71,10.0
333,2017-01-08 07:40:00,50,6.26,10.0
334,2017-01-08 08:10:00,48,7.15,8.9
335,2017-01-08 08:40:00,48,6.26,8.9
336,2017-01-08 09:10:00,48,6.26,8.9
337,2017-01-08 09:40:00,48,4.47,8.9
338,2017-01-08 10:10:00,48,6.26,8.9
339,2017-01-08 10:40:00,48,4.47,8.9
340,2017-01-08 11:10:00,48,4.47,8.9
341,2017-01-08 11:40:00,50,5.36,10.0
342,2017-01-08 12:10:00,48,4.47,8.9
343,2017-01-08 13:10:00,48,4.47,8.9
344,2017-01-08 13:40:00,48,4.02,8.9
345,2017-01-08 14:10:00,48,5.36,8.9
346,2017-01-08 14:40:00,50,4.47,10.0
347,2017-01-08 15:10:00,48,4.47,8.9
348,2017-01-08 15:40:00,48,4.47,8.9
349,2017-01-08 16:10:00,48,5.36,8.9
350,2017-01-08 16:40:00,46,5.81,7.8
351,2017-01-08 17:10:00,45,4.02,7.2
352,2017-01-08 17:40:00,46,3.13,7.8
353,2017-01-08 18:10:00,48,6.71,8.9
354,2017-01-08 18:40:00,48,5.36,8.9
355,2017-01-08 19:10:00,48,5.81,8.9
356,2017-01-08 19:40:00,48,5.81,8.9
357,2017-01-08 20:10:00,48,6.71,8.9
358,2017-01-08 20:40:00,48,5.81,8.9
359,2017-01-08 21:10:00,48,7.6,8.9
360,2017-01-08 21:40:00,48,7.6,8.9
361,2017-01-08 22:10:00,48,9.83,8.9
362,2017-01-08 22:40:00,50,8.94,10.0
363,2017-01-08 23:10:00,50,8.94,10.0
364,2017-01-08 23:40:00,50,8.05,10.0
365,2017-01-09 00:10:00,50,9.83,10.0
366,2017-01-09 01:10:00,48,7.6,8.9
367,2017-01-09 01:40:00,48,8.05,8.9
368,2017-01-09 02:10:00,50,8.94,10.0
369,2017-01-09 02:40:00,48,7.6,8.9
370,2017-01-09 03:10:00,48,6.71,8.9
371,2017-01-09 03:40:00,48,7.6,8.9
372,2017-01-09 04:10:00,50,9.83,10.0
373,2017-01-09 04:40:00,50,10.73,10.0
374,2017-01-09 05:10:00,50,8.94,10.0
375,2017-01-09 05:40:00,50,9.39,10.0
376,2017-01-09 06:10:00,50,9.83,10.0
377,2017-01-09 06:40:00,50,10.73,10.0
378,2017-01-09 07:10:00,46,8.05,7.8
379,2017-01-09 07:40:00,46,8.94,7.8
380,2017-01-09 08:10:00,45,9.39,7.2
381,2017-01-09 08:40:00,45,7.6,7.2
382,2017-01-09 09:10:00,45,7.6,7.2
383,2017-01-09 09:40:00,45,8.94,7.2
384,2017-01-09 10:10:00,43,7.6,6.1
385,2017-01-09 10:40:00,43,8.05,6.1
386,2017-01-09 11:10:00,43,6.71,6.1
387,2017-01-09 11:40:00,43,8.94,6.1
388,2017-01-09 12:10:00,43,9.39,6.1
389,2017-01-09 12:40:00,45,8.94,7.2
390,2017-01-09 13:10:00,43,9.39,6.1
391,2017-01-09 13:40:00,43,8.94,6.1
392,2017-01-09 14:10:00,45,9.83,7.2
393,2017-01-09 14:40:00,43,7.15,6.1
394,2017-01-09 15:10:00,43,8.94,6.1
395,2017-01-09 15:40:00,43,8.94,6.1
396,2017-01-09 16:10:00,43,9.39,6.1
397,2017-01-09 16:40:00,43,9.83,6.1
398,2017-01-09 17:10:00,43,9.83,6.1
399,2017-01-09 17:40:00,43,9.83,6.1
400,2017-01-09 18:10:00,43,10.73,6.1
401,2017-01-09 18:40:00,43,10.28,6.1
402,2017-01-09 19:10:00,43,12.52,6.1
403,2017-01-09 19:40:00,43,11.18,6.1
404,2017-01-09 20:10:00,43,12.96,6.1
405,2017-01-09 20:40:00,43,12.96,6.1
406,2017-01-09 21:10:00,43,11.18,6.1
407,2017-01-09 21:40:00,43,10.73,6.1
408,2017-01-09 22:10:00,43,10.28,6.1
409,2017-01-09 22:40:00,43,6.26,6.1
410,2017-01-09 23:10:00,43,9.83,6.1
411,2017-01-09 23:40:00,43,9.39,6.1
412,2017-01-10 00:10:00,43,8.94,6.1
413,2017-01-10 00:40:00,45,9.39,7.2
414,2017-01-10 01:10:00,45,5.36,7.2
415,2017-01-10 01:40:00,45,4.47,7.2
416,2017-01-10 02:10:00,45,6.71,7.2
417,2017-01-10 02:40:00,45,9.39,7.2
418,2017-01-10 03:10:00,45,7.6,7.2
419,2017-01-10 03:40:00,45,7.6,7.2
420,2017-01-10 04:10:00,46,8.05,7.8
421,2017-01-10 04:40:00,45,10.73,7.2
422,2017-01-10 05:10:00,45,9.39,7.2
423,2017-01-10 05:40:00,46,9.39,7.8
424,2017-01-10 06:10:00,46,8.05,7.8
425,2017-01-10 06:40:00,46,8.05,7.8
426,2017-01-10 07:10:00,46,7.6,7.8
427,2017-01-10 07:40:00,46,8.05,7.8
428,2017-01-10 08:10:00,46,8.94,7.8
429,2017-01-10 08:40:00,45,8.94,7.2
430,2017-01-10 09:10:00,45,6.26,7.2
431,2017-01-10 09:40:00,45,6.26,7.2
432,2017-01-10 10:10:00,45,7.15,7.2
433,2017-01-10 10:40:00,45,8.05,7.2
434,2017-01-10 11:10:00,46,6.26,7.8
435,2017-01-10 11:40:00,46,7.15,7.8
436,2017-01-10 12:10:00,46,9.39,7.8
437,2017-01-10 12:40:00,46,8.05,7.8
438,2017-01-10 13:10:00,45,6.26,7.2
439,2017-01-10 13:40:00,45,9.83,7.2
440,2017-01-10 14:10:00,46,7.6,7.8
441,2017-01-10 14:40:00,46,7.15,7.8
442,2017-01-10 15:10:00,46,6.26,7.8
443,2017-01-10 15:40:00,46,7.6,7.8
444,2017-01-10 16:10:00,46,8.05,7.8
445,2017-01-10 16:40:00,46,7.6,7.8
446,2017-01-10 17:10:00,45,11.62,7.2
447,2017-01-10 17:40:00,45,8.94,7.2
448,2017-01-10 18:10:00,46,10.28,7.8
449,2017-01-10 18:40:00,45,8.94,7.2
450,2017-01-10 19:10:00,45,9.39,7.2
451,2017-01-10 19:40:00,45,8.94,7.2
452,2017-01-10 20:10:00,45,9.39,7.2
453,2017-01-10 20:40:00,46,10.73,7.8
454,2017-01-10 21:10:00,46,12.52,7.8
455,2017-01-10 21:40:00,45,10.28,7.2
456,2017-01-10 22:10:00,45,9.39,7.2
457,2017-01-10 22:40:00,45,10.28,7.2
458,2017-01-10 23:10:00,43,9.39,6.1
459,2017-01-10 23:40:00,45,9.39,7.2
460,2017-01-11 00:10:00,43,9.83,6.1
461,2017-01-11 00:40:00,45,11.18,7.2
462,2017-01-11 01:10:00,48,15.65,8.9
463,2017-01-11 01:40:00,48,16.09,8.9
464,2017-01-11 02:10:00,46,20.12,7.8
465,2017-01-11 02:40:00,45,20.56,7.2
466,2017-01-11 03:10:00,46,17.88,7.8
467,2017-01-11 03:40:00,45,17.43,7.2
468,2017-01-11 04:10:00,43,16.09,6.1
469,2017-01-11 04:40:00,43,13.86,6.1
470,2017-01-11 05:10:00,43,16.09,6.1
471,2017-01-11 05:40:00,43,16.54,6.1
472,2017-01-11 06:10:00,43,16.09,6.1
473,2017-01-11 06:40:00,45,16.09,7.2
474,2017-01-11 07:10:00,43,16.54,6.1
475,2017-01-11 07:40:00,43,14.75,6.1
476,2017-01-11 08:10:00,43,13.41,6.1
477,2017-01-11 09:10:00,43,11.62,6.1
478,2017-01-11 10:10:00,43,12.96,6.1
479,2017-01-11 10:40:00,41,11.62,5.0
480,2017-01-11 11:10:00,41,12.96,5.0
481,2017-01-11 11:40:00,41,12.96,5.0
482,2017-01-11 12:10:00,41,12.96,5.0
483,2017-01-11 12:40:00,43,11.18,6.1
484,2017-01-11 13:10:00,43,14.31,6.1
485,2017-01-11 13:40:00,41,11.62,5.0
486,2017-01-11 14:10:00,43,13.86,6.1
487,2017-01-11 14:40:00,39,11.62,3.9
488,2017-01-11 15:10:00,41,12.96,5.0
489,2017-01-11 15:40:00,41,13.86,5.0
490,2017-01-11 16:10:00,41,10.28,5.0
491,2017-01-11 16:40:00,39,11.18,3.9
492,2017-01-11 17:10:00,39,9.83,3.9
493,2017-01-11 17:40:00,41,10.73,5.0
494,2017-01-11 18:10:00,41,10.73,5.0
495,2017-01-11 18:40:00,36,12.52,2.2
496,2017-01-11 19:10:00,37,12.96,2.8
497,2017-01-11 19:40:00,39,11.62,3.9
498,2017-01-11 20:10:00,39,9.83,3.9
499,2017-01-11 20:40:00,41,12.96,5.0
500,2017-01-11 21:10:00,41,12.52,5.0
501,2017-01-11 21:40:00,41,13.41,5.0
502,2017-01-11 22:10:00,41,14.75,5.0
503,2017-01-11 22:40:00,39,12.96,3.9
504,2017-01-11 23:10:00,39,14.75,3.9
505,2017-01-11 23:40:00,41,14.31,5.0
506,2017-01-12 00:10:00,39,14.31,3.9
507,2017-01-12 00:40:00,39,12.52,3.9
508,2017-01-12 01:10:00,41,13.41,5.0
509,2017-01-12 01:40:00,39,12.52,3.9
510,2017-01-12 02:10:00,39,12.96,3.9
511,2017-01-12 02:40:00,39,9.39,3.9
512,2017-01-12 03:10:00,37,11.62,2.8
513,2017-01-12 03:40:00,37,7.6,2.8
514,2017-01-12 04:10:00,37,10.28,2.8
515,2017-01-12 04:40:00,36,10.73,2.2
516,2017-01-12 05:10:00,36,10.28,2.2
517,2017-01-12 05:40:00,36,9.39,2.2
518,2017-01-12 06:10:00,34,11.18,1.1
519,2017-01-12 06:40:00,34,6.71,1.1
520,2017-01-12 07:10:00,37,10.28,2.8
521,2017-01-12 07:40:00,37,8.94,2.8
522,2017-01-12 08:10:00,36,7.15,2.2
523,2017-01-12 08:40:00,36,5.81,2.2
524,2017-01-12 09:10:00,36,5.36,2.2
525,2017-01-12 09:40:00,36,1.34,2.2
526,2017-01-12 10:10:00,34,3.58,1.1
527,2017-01-12 10:40:00,36,4.47,2.2
528,2017-01-12 11:10:00,36,5.36,2.2
529,2017-01-12 11:40:00,36,6.26,2.2
530,2017-01-12 12:10:00,36,7.15,2.2
531,2017-01-12 12:40:00,36,9.39,2.2
532,2017-01-12 13:10:00,34,2.68,1.1
533,2017-01-12 13:40:00,34,2.68,1.1
534,2017-01-12 14:10:00,36,4.47,2.2
535,2017-01-12 14:40:00,37,6.71,2.8
536,2017-01-12 15:10:00,39,8.05,3.9
537,2017-01-12 15:40:00,39,8.94,3.9
538,2017-01-12 16:10:00,37,8.05,2.8
539,2017-01-12 16:40:00,37,9.39,2.8
540,2017-01-12 17:10:00,37,9.39,2.8
541,2017-01-12 17:40:00,37,10.28,2.8
542,2017-01-12 18:10:00,37,9.39,2.8
543,2017-01-12 19:10:00,36,12.52,2.2
544,2017-01-12 19:40:00,36,13.86,2.2
545,2017-01-12 20:10:00,36,14.31,2.2
546,2017-01-12 20:40:00,34,15.65,1.1
547,2017-01-12 21:10:00,36,16.09,2.2
548,2017-01-12 21:40:00,34,15.65,1.1
549,2017-01-12 22:10:00,36,13.41,2.2
550,2017-01-12 22:40:00,36,13.86,2.2
551,2017-01-12 23:10:00,37,11.62,2.8
552,2017-01-12 23:40:00,37,10.28,2.8
553,2017-01-13 00:10:00,39,8.94,3.9
554,2017-01-13 00:40:00,41,14.75,5.0
555,2017-01-13 01:10:00,43,18.33,6.1
556,2017-01-13 01:40:00,43,20.12,6.1
557,2017-01-13 02:10:00,43,21.01,6.1
