Timestamp,res_demand_avg_kw,res_n_households,res_energy_per_household_kwh,res_energy_total_kwh,season,hour,day
2017-11-13 04:30:00,0.1129684791174152,10152,0.0564842395587076,573.4279999999995,Autumn,4,2017-11-13
2017-11-13 05:00:00,0.1204447399527186,10152,0.0602223699763593,611.3774999999996,Autumn,5,2017-11-13
2017-11-13 05:30:00,0.1350889479905437,10152,0.06754447399527184,685.7114999999998,Autumn,5,2017-11-13
2017-11-13 06:00:00,0.1659313300492611,10150,0.08296566502463056,842.1015000000001,Autumn,6,2017-11-13
2017-11-13 06:30:00,0.2127923561859732,10152,0.1063961780929866,1080.134,Autumn,6,2017-11-13
2017-11-13 07:00:00,0.2701909968479117,10152,0.13509549842395585,1371.4895,Autumn,7,2017-11-13
2017-11-13 07:30:00,0.3020273837667454,10152,0.1510136918833727,1533.091,Autumn,7,2017-11-13
2017-11-13 08:00:00,0.282783195429472,10152,0.141391597714736,1435.4074999999998,Autumn,8,2017-11-13
2017-11-13 08:30:00,0.2501765806578689,10154,0.12508829032893445,1270.1465000000005,Autumn,8,2017-11-13
2017-11-13 09:00:00,0.2373055938546385,10154,0.11865279692731925,1204.8004999999996,Autumn,9,2017-11-13
2017-11-13 09:30:00,0.2313153800708941,10156,0.11565769003544706,1174.6195000000002,Autumn,9,2017-11-13
2017-11-13 10:00:00,0.2332846312887664,10157,0.1166423156443832,1184.736,Autumn,10,2017-11-13
2017-11-13 10:30:00,0.2293339568770306,10157,0.1146669784385153,1164.6725,Autumn,10,2017-11-13
2017-11-13 11:00:00,0.2231299940956504,10162,0.1115649970478252,1133.7234999999996,Autumn,11,2017-11-13
2017-11-13 11:30:00,0.2253981107940568,10163,0.1126990553970284,1145.3604999999995,Autumn,11,2017-11-13
2017-11-13 12:00:00,0.2333276930644368,10165,0.1166638465322184,1185.888,Autumn,12,2017-11-13
2017-11-13 12:30:00,0.2328013570655916,10169,0.1164006785327958,1183.6785000000004,Autumn,12,2017-11-13
2017-11-13 13:00:00,0.2343576204523107,10170,0.11717881022615535,1191.7085,Autumn,13,2017-11-13
2017-11-13 13:30:00,0.2293720381476748,10171,0.1146860190738374,1166.4715,Autumn,13,2017-11-13
2017-11-13 14:00:00,0.2313577115895017,10173,0.11567885579475085,1176.8010000000004,Autumn,14,2017-11-13
2017-11-13 14:30:00,0.2362224297228228,10174,0.1181112148614114,1201.6634999999997,Autumn,14,2017-11-13
2017-11-13 15:00:00,0.2468771619496856,10176,0.1234385809748428,1256.1110000000003,Autumn,15,2017-11-13
2017-11-13 15:30:00,0.2832925223543284,10177,0.1416462611771642,1441.534,Autumn,15,2017-11-13
2017-11-13 16:00:00,0.3307048246045004,10177,0.1653524123022502,1682.7915000000003,Autumn,16,2017-11-13
2017-11-13 16:30:00,0.3923677901149651,10177,0.19618389505748254,1996.5634999999997,Autumn,16,2017-11-13
2017-11-13 17:00:00,0.439011298879937,10178,0.2195056494399685,2234.1284999999993,Autumn,17,2017-11-13
2017-11-13 17:30:00,0.4511056199646296,10178,0.2255528099823148,2295.6765,Autumn,17,2017-11-13
2017-11-13 18:00:00,0.4485016209843795,10179,0.22425081049218976,2282.6489999999994,Autumn,18,2017-11-13
2017-11-13 18:30:00,0.439134184675835,10180,0.2195670923379175,2235.193,Autumn,18,2017-11-13
2017-11-13 19:00:00,0.4254073673870334,10180,0.2127036836935167,2165.3235,Autumn,19,2017-11-13
2017-11-13 19:30:00,0.4106408644400786,10180,0.2053204322200393,2090.162,Autumn,19,2017-11-13
2017-11-13 20:00:00,0.3862125736738702,10180,0.1931062868369351,1965.8219999999992,Autumn,20,2017-11-13
2017-11-13 20:30:00,0.3667313359528486,10180,0.1833656679764243,1866.6624999999995,Autumn,20,2017-11-13
2017-11-13 21:00:00,0.342550884086444,10180,0.171275442043222,1743.584,Autumn,21,2017-11-13
2017-11-13 21:30:00,0.3104975442043222,10180,0.1552487721021611,1580.4325,Autumn,21,2017-11-13
2017-11-13 22:00:00,0.2748347740667976,10180,0.1374173870333988,1398.9089999999999,Autumn,22,2017-11-13
2017-11-13 22:30:00,0.2329083497053045,10180,0.11645417485265225,1185.5034999999998,Autumn,22,2017-11-13
2017-11-13 23:00:00,0.2083804518664047,10180,0.10419022593320235,1060.6564999999998,Autumn,23,2017-11-13
2017-11-13 23:30:00,0.1762751473477407,10180,0.08813757367387035,897.2405000000001,Autumn,23,2017-11-13
2017-11-14 00:00:00,0.1558453633673134,12164,0.0779226816836567,947.8515,Autumn,0,2017-11-14
2017-11-14 00:30:00,0.1382610983229201,12164,0.06913054916146005,840.9040000000001,Autumn,0,2017-11-14
2017-11-14 01:00:00,0.1261346596514304,12164,0.0630673298257152,767.1509999999996,Autumn,1,2017-11-14
2017-11-14 01:30:00,0.1188810424202565,12164,0.05944052121012825,723.0345000000001,Autumn,1,2017-11-14
2017-11-14 02:00:00,0.1145460374876685,12164,0.05727301874383425,696.6689999999999,Autumn,2,2017-11-14
2017-11-14 02:30:00,0.1111511016113121,12164,0.05557555080565605,676.0210000000002,Autumn,2,2017-11-14
2017-11-14 03:00:00,0.1061079414666228,12164,0.0530539707333114,645.3484999999998,Autumn,3,2017-11-14
2017-11-14 03:30:00,0.1031524169681026,12164,0.0515762084840513,627.3729999999999,Autumn,3,2017-11-14
